Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
A. Devadas,SUCI(C),0,10th Pass,46,Bellary + Karnataka,1154658,0,2014
Doddamani Prasad,CPI(ML)L, 1 ,Graduate Professional,27,Bellary + Karnataka,16043,0,2014
G Nataraja,Karunaadu Party,0,Others,44,Bellary + Karnataka,885000,0,2014
K Raghavendra,Pyramid Party of India, 1 ,10th Pass,33,Bellary + Karnataka,20000,0,2014
Malagi Shivakumar Giriyappa,AAP,0,Post Graduate,32,Bellary + Karnataka,8580500,0,2014
N B Krishnappa Nayaka,IND,0,Graduate Professional,38,Bellary + Karnataka,169500,0,2014
N R Mallaiah Swamy,IND,0,12th Pass,48,Bellary + Karnataka,1333000,0,2014
N Y Hanumantappa,INC,0,Post Graduate,74,Bellary + Karnataka,22848300,0,2014
R. Ravinayaka,JD(S), 2 ,12th Pass,49,Bellary + Karnataka,5286536,273603,2014
Ramudu,BSP,0,5th Pass,55,Bellary + Karnataka,0,0,2014
S Bheemappa,CPI(ML) Red star,0,8th Pass,41,Bellary + Karnataka,18900,0,2014
Anantkumar Hegde   Winner ,BJP,0,12th Pass,46,Uttara Kannada + Karnataka,32367360,15139611,2014
Chalawadi Ashok Sahadevappa,IND,0,Graduate,44,Uttara Kannada + Karnataka,1780000,1505000,2014
Deshpande Prashanth,INC,0,Post Graduate,37,Uttara Kannada + Karnataka,999522016,64619045,2014
Eliya Kati,Sarva Janata Party,0,12th Pass,37,Uttara Kannada + Karnataka,6330,30000,2014
Hadapad Basavaraj,Rani Chennamma Party, 1 ,12th Pass,34,Uttara Kannada + Karnataka,410000,0,2014
Naik Santosh Omu,BSP,0,Post Graduate,50,Uttara Kannada + Karnataka,2577000,1230000,2014
Olwin Mariyan Lopis,Bahujan Mukti Party,0,10th Pass,30,Uttara Kannada + Karnataka,398845,0,2014
Raghavendra Krishnarao Thane,AAP,0,Post Graduate,36,Uttara Kannada + Karnataka,4952691,5616664,2014
Sadanand Deshbhandari,IND,0,Graduate,64,Uttara Kannada + Karnataka,3348114,598550,2014
B.n.chandrappa   Winner ,INC,0,Post Graduate,58,Chitradurga + Karnataka,48303759,13800000,2014
Ganesha,IND,0,Not Given,53,Chitradurga + Karnataka,115500,0,2014
Gullihatty. D. Shekhar,JD(S), 1 ,Graduate,45,Chitradurga + Karnataka,7903095,682408,2014
H. Siddagangappa,Ambedkar National Congress,0,12th Pass,47,Chitradurga + Karnataka,209000,1150000,2014
Janardhana Swamy,BJP,0,Post Graduate,46,Chitradurga + Karnataka,19210602,0,2014
M. Kumbhaiah,JD(U),0,Graduate Professional,56,Chitradurga + Karnataka,38291000,4950000,2014
Mohana Dasari,AAP,0,Graduate,31,Chitradurga + Karnataka,1549000,63538863,2014
N.s. Manjunatha Nerenahal,IND,0,10th Pass,54,Chitradurga + Karnataka,450000,0,2014
Rajagiri T.d,BSP, 3 ,Post Graduate,54,Chitradurga + Karnataka,3875000,500000,2014
S. Meetyanaik,SP,0,Graduate,43,Chitradurga + Karnataka,890000,100000,2014
Sri Basavanagideva Sharanaru,IND,0,Post Graduate,39,Chitradurga + Karnataka,489561,0,2014
T. Dayananda,IND,0,5th Pass,34,Chitradurga + Karnataka,3483000,30000,2014
T.bhavana,IND,0,10th Pass,36,Chitradurga + Karnataka,100000,0,2014
T.somesh,IND,0,5th Pass,42,Chitradurga + Karnataka,5488000,0,2014
S.p.muddahanumegowda   Winner ,INC,0,Graduate Professional,59,Tumkur + Karnataka,30273812,0,2014
A.krishnappa,JD(S),0,Graduate,68,Tumkur + Karnataka,701833242,175031509,2014
A.s.dsilva,AAP,0,Graduate,61,Tumkur + Karnataka,33229897,0,2014
Anwar,IND,0,Graduate,58,Tumkur + Karnataka,2886450,0,2014
B.venkatesha,Karunaadu Party,0,Graduate Professional,36,Tumkur + Karnataka,6941000,4400000,2014
Brahmananda Reddy,IND, 7 ,Graduate Professional,34,Tumkur + Karnataka,261074,126000,2014
Chinnappa.v,CPI,0,Graduate,33,Tumkur + Karnataka,201696,21412,2014
G.nagendra,IND,0,10th Pass,38,Tumkur + Karnataka,275000,0,2014
G.s.basavaraj,BJP,0,Graduate Professional,73,Tumkur + Karnataka,275785995,67200540,2014
Govindarju.g,IND,0,10th Pass,58,Tumkur + Karnataka,3285000,50000,2014
H.l.mohan Kumar,Hindustan Janta Party,0,8th Pass,34,Tumkur + Karnataka,978000,400000,2014
K.v.srinivas Kalkere,IND,0,Graduate,38,Tumkur + Karnataka,90600,30000,2014
L.p.yadunandana,IND,0,Graduate,51,Tumkur + Karnataka,340000,0,2014
Nilufar Jamani,BSP,0,Graduate,41,Tumkur + Karnataka,740837798,0,2014
S.b.hanumantharayappa,IND,0,12th Pass,45,Tumkur + Karnataka,787507,0,2014
Shivakumar,IND,0,10th Pass,44,Tumkur + Karnataka,1850000,0,2014
D.k.suresh   Winner ,INC, 8 ,12th Pass,47,Bangalore Rural + Karnataka,858713138,184854756,2014
Basavegowda,RPI(A),0,Graduate,30,Bangalore Rural + Karnataka,447000,74000,2014
J Nataraju,IND,0,10th Pass,58,Bangalore Rural + Karnataka,1912959,330000,2014
J. T.prakash,IND,0,Graduate,57,Bangalore Rural + Karnataka,4854168,0,2014
K A Mohan,Kamarajar Deseeya Congress,0,5th Pass,57,Bangalore Rural + Karnataka,1733000,0,2014
Kenchaiah,IND,0,Not Given,34,Bangalore Rural + Karnataka,510000,0,2014
M.p.munawer Shariff,IND,0,Others,55,Bangalore Rural + Karnataka,25000,0,2014
Mallesha,IND,0,12th Pass,31,Bangalore Rural + Karnataka,407000,500000,2014
P Muniraju,BJP,0,12th Pass,35,Bangalore Rural + Karnataka,505854419,76201010,2014
R. Prabhakara Reddy,JD(S),0,Graduate,43,Bangalore Rural + Karnataka,2243612066,2218003086,2014
Ravi Krishna Reddy,AAP,0,Post Graduate,39,Bangalore Rural + Karnataka,54433258,0,2014
S.siddaramaiah Heggade,IND, 1 ,12th Pass,48,Bangalore Rural + Karnataka,477000,0,2014
Shankarappa,Jai Vijaya Bharathi Party,0,10th Pass,46,Bangalore Rural + Karnataka,45000,0,2014
Thopaiah C,BSP,0,5th Pass,64,Bangalore Rural + Karnataka,1315000,200000,2014
D.v. Sadananda Gowda   Winner ,BJP,0,Graduate Professional,61,Bangalore North + Karnataka,98888874,37020152,2014
Abdul Azeem,JD(S),0,Post Graduate,61,Bangalore North + Karnataka,158909760,0,2014
Babu Mathew,AAP,0,Post Graduate,64,Bangalore North + Karnataka,94852273,494702,2014
C.narayana Swamy,INC,0,Post Graduate,65,Bangalore North + Karnataka,247952597,922460,2014
D.jayaram,Gareeb Aadmi Party,0,12th Pass,60,Bangalore North + Karnataka,40000,0,2014
Dr.meerlayaq Hussain,IND,0,Graduate Professional,53,Bangalore North + Karnataka,31000,0,2014
Manohar.h.ayyannavar,IND,0,Graduate Professional,55,Bangalore North + Karnataka,12862871,0,2014
Mohammed Qutbuddin,IND,0,10th Pass,31,Bangalore North + Karnataka,465000,0,2014
Mu.venkatesh Simha Bhovi,IND,0,Not Given,54,Bangalore North + Karnataka,9945000,0,2014
Muthuraju,RPI(A),0,Graduate,47,Bangalore North + Karnataka,4655000,700000,2014
Ramu S,IND,0,12th Pass,42,Bangalore North + Karnataka,807570,0,2014
Sunil.v.j,IND,0,10th Pass,38,Bangalore North + Karnataka,3845084,641000,2014
T.s.chaitanya,IND,0,Others,39,Bangalore North + Karnataka,1203291,0,2014
Velu V,BSP, 1 ,8th Pass,51,Bangalore North + Karnataka,2100000,0,2014
P.c. Mohan   Winner ,BJP, 2 ,12th Pass,50,Bangalore Central + Karnataka,475796999,261111285,2014
Ambrose D,IND,0,Post Graduate,46,Bangalore Central + Karnataka,575,0,2014
B.k. Narayana-swamy,IND,0,10th Pass,58,Bangalore Central + Karnataka,3000,0,2014
B.v.venkateshappa,IND,0,10th Pass,62,Bangalore Central + Karnataka,16105000,0,2014
Bhovi Rama C.b.k,IND,0,8th Pass,38,Bangalore Central + Karnataka,101000,0,2014
Budayya Pujeri,Karunaadu Party,0,Graduate,43,Bangalore Central + Karnataka,1966100,0,2014
Dhananjaya. H.h,IND, 1 ,12th Pass,42,Bangalore Central + Karnataka,809580000,460000,2014
Dr. Meer Layaq Hussain,IND,0,Graduate Professional,53,Bangalore Central + Karnataka,30000,0,2014
E.salam,IND,0,5th Pass,69,Bangalore Central + Karnataka,200000,0,2014
G. Narayanaswamy (kapali),IND,0,10th Pass,43,Bangalore Central + Karnataka,8146501,0,2014
H.l. Manjunatha,Kannada Chalavali Vatal Paksha,0,12th Pass,35,Bangalore Central + Karnataka,6000,0,2014
Ismail Khan Saif Ali,AITC,0,12th Pass,47,Bangalore Central + Karnataka,97238300,0,2014
K.murthy,IND,0,10th Pass,51,Bangalore Central + Karnataka,80000,0,2014
Kadugudi Sonnappa,RPI(A),0,10th Pass,40,Bangalore Central + Karnataka,4083633,546581,2014
Modi Saifulla,IND,0,5th Pass,34,Bangalore Central + Karnataka,285000,0,2014
Nandini Alva,JD(S), 3 ,Graduate,52,Bangalore Central + Karnataka,807875641,37846084,2014
Prashanth.s.m,IND,0,Post Graduate,34,Bangalore Central + Karnataka,210000,0,2014
R. Mohan Raju,BSP,0,Post Graduate,52,Bangalore Central + Karnataka,6774000,460000,2014
Ramanuj Singh,IND,0,Graduate Professional,50,Bangalore Central + Karnataka,84383,56000,2014
Rizwan Arshad,INC, 2 ,Graduate,34,Bangalore Central + Karnataka,31400000,0,2014
Seetharaman.e,IND,0,10th Pass,43,Bangalore Central + Karnataka,1283611,0,2014
Shafi Ahmed,IND,0,5th Pass,54,Bangalore Central + Karnataka,1025000,0,2014
Suraiya Zaithoon,IND, 1 ,Others,38,Bangalore Central + Karnataka,85000,0,2014
Syed Asif Bukhaari,IND,0,12th Pass,41,Bangalore Central + Karnataka,325897,0,2014
V. Bala Krishnan,AAP,0,Graduate Professional,49,Bangalore Central + Karnataka,1894253519,320000,2014
Zaheeda Shereen,SUCI(C),0,Graduate Professional,38,Bangalore Central + Karnataka,587593,0,2014
Ananth Kumar   Winner ,BJP,0,Graduate Professional,54,Bangalore South + Karnataka,45224706,2883233,2014
B. R. Govindaiah,IND,0,12th Pass,64,Bangalore South + Karnataka,4067500,23000,2014
Dr. Kodur Venkatesh,IND,0,Doctorate,52,Bangalore South + Karnataka,44213130,0,2014
Dr. Pradeep Gadugesh,IND,0,Graduate Professional,35,Bangalore South + Karnataka,737397,185386,2014
G. Venkatesh Bhovi,IND,0,10th Pass,53,Bangalore South + Karnataka,3532000,0,2014
Khan Abdul Razack,BSP,0,10th Pass,36,Bangalore South + Karnataka,3708254,0,2014
Mahadeva Swamy. B. M,Bharatiya Dr. B.R.Ambedkar Janta Party,0,12th Pass,31,Bangalore South + Karnataka,812200,586200,2014
Nandan Nilekani,INC,0,Graduate Professional,58,Bangalore South + Karnataka,77102957219,0,2014
Nina P Nayak,AAP,0,Post Graduate,60,Bangalore South + Karnataka,35129117,1000000,2014
Prabhu,IND,0,Literate,44,Bangalore South + Karnataka,90000,0,2014
Pramod Mutalik,IND, 8 ,Graduate,59,Bangalore South + Karnataka,268756,0,2014
R Gayathri,Pyramid Party of India,0,Post Graduate,63,Bangalore South + Karnataka,2973000,300000,2014
Ravikumara T,SP,0,Graduate Professional,31,Bangalore South + Karnataka,25140,28000,2014
Ruth Manorama,JD(S),0,Post Graduate,61,Bangalore South + Karnataka,14950943,1189000,2014
Shambulingegowda,IND,0,8th Pass,52,Bangalore South + Karnataka,1222243,0,2014
Shivashankar. G. R.,AIFB,0,Post Graduate,62,Bangalore South + Karnataka,32522829,7800000,2014
Syed Mehaboob,JD(U),0,12th Pass,44,Bangalore South + Karnataka,5572310,0,2014
Syed Rafiq Ahmed,IND,0,5th Pass,58,Bangalore South + Karnataka,1981000,0,2014
T. E. Moses,IND,0,Not Given,69,Bangalore South + Karnataka,7963850,0,2014
Thulasappa Dasar,IND,0,Post Graduate,44,Bangalore South + Karnataka,1280000,0,2014
Umadevi. M,SUCI(C), 1 ,Post Graduate,44,Bangalore South + Karnataka,469430,0,2014
Yogesh,IND,0,10th Pass,31,Bangalore South + Karnataka,25000,0,2014
M Veerappa Moily   Winner ,INC,0,Graduate Professional,74,Chikkballapur + Karnataka,137366682,39433827,2014
B N Gopalagowda,IND,0,Graduate Professional,36,Chikkballapur + Karnataka,73000,0,2014
B.n. Bachhegouda,BJP,0,Graduate Professional,72,Chikkballapur + Karnataka,475228512,83632650,2014
Chitra Prasad,BSP,0,Post Graduate,42,Chikkballapur + Karnataka,4740600,1800000,2014
D N Narasimhamurthy,IND,0,10th Pass,42,Chikkballapur + Karnataka,290000,130000,2014
G C Venkataramanappa,RPI(A),0,5th Pass,34,Chikkballapur + Karnataka,375000,0,2014
G N Ravi,IND,0,Others,50,Chikkballapur + Karnataka,673700,50000,2014
G V Sreerama Reddy,CPI(M), 1 ,Graduate Professional,64,Chikkballapur + Karnataka,6720730,620000,2014
H D Kumara Swamy,JD(S), 1 ,Graduate,54,Chikkballapur + Karnataka,1497830567,729603654,2014
H N Ramakrishna Reddy,Pyramid Party of India,0,10th Pass,66,Chikkballapur + Karnataka,2626000,674000,2014
Jayaprakasha Yadav,IND,0,10th Pass,29,Chikkballapur + Karnataka,51000,0,2014
K Arkesh,AAP,0,Post Graduate,60,Chikkballapur + Karnataka,30067157,750000,2014
K S Swamy,IND,0,Graduate,37,Chikkballapur + Karnataka,1192500,0,2014
Nanjappa,IND,0,5th Pass,52,Chikkballapur + Karnataka,6350000,0,2014
Reddy G K C,JD(U),0,Doctorate,57,Chikkballapur + Karnataka,6302974,0,2014
Robin Mathews Narekattu,SP,0,Post Graduate,48,Chikkballapur + Karnataka,251460907,97836250,2014
T V Manjunatha Gowda,IND,0,10th Pass,43,Chikkballapur + Karnataka,7718000,300000,2014
Venkatesh D T,IND,0,Post Graduate,45,Chikkballapur + Karnataka,2500000,150000,2014
Yakub Shariff,Bahujan Mukti Party,0,Post Graduate,33,Chikkballapur + Karnataka,1173400,200000,2014
K H Muniyappa   Winner ,INC,0,Graduate Professional,67,Kolar + Karnataka,184663000,27863000,2014
A Prasad,IND,0,10th Pass,46,Kolar + Karnataka,840000,0,2014
B.v.venkatagiriyappa,IND,0,Graduate,64,Kolar + Karnataka,100000,320000,2014
Beeda Srinivas N,IND,0,Literate,36,Kolar + Karnataka,1356000,600000,2014
D.m.ambareesha,BSP,0,Post Graduate,33,Kolar + Karnataka,145000,0,2014
Dr. C Mohan,IND,0,Graduate Professional,73,Kolar + Karnataka,11910000,0,2014
Em. Narayanaswamy,BJP,0,Graduate,61,Kolar + Karnataka,22377047,7984143,2014
G.n.venkatesh,IND,0,Graduate Professional,44,Kolar + Karnataka,545000,80000,2014
H.n.narayanaswamy,IND,0,10th Pass,44,Kolar + Karnataka,335000,100000,2014
H.v.anjappa,IND,0,Post Graduate,63,Kolar + Karnataka,5141000,0,2014
K Narendra Babu,IND,0,Post Graduate,42,Kolar + Karnataka,200000,0,2014
K.h.madhusoodan,IND,0,12th Pass,46,Kolar + Karnataka,235000,0,2014
Kolar Kesava,JD(S), 7 ,Graduate,42,Kolar + Karnataka,168319791,75522284,2014
Kotiganahalli Ramaiah,AAP,0,12th Pass,58,Kolar + Karnataka,7724963,1285958,2014
M.muniyappa,IND,0,8th Pass,36,Kolar + Karnataka,2060000,0,2014
M.s.narayanaswamy,IND,0,10th Pass,51,Kolar + Karnataka,1000,0,2014
N.venkatesh,IND,0,10th Pass,44,Kolar + Karnataka,6744000,1000000,2014
Narayanaswamy,IND,0,Literate,55,Kolar + Karnataka,401390,0,2014
R.ravindra Kumar,Bharatiya Dr. B.R.Ambedkar Janta Party,0,Graduate,52,Kolar + Karnataka,10601000,8332000,2014
V Muniswamy,SP,0,Illiterate,52,Kolar + Karnataka,403964,0,2014
V.srinivasa,IND,0,12th Pass,34,Kolar + Karnataka,112000,0,2014
Vinayaka Prasad.h.n,IND,0,12th Pass,30,Kolar + Karnataka,110000,0,2014
Thota Venkata Narasimham   Winner ,TDP,0,Graduate,53,Kakinada + Andhra Pradesh,17495976,120000,2014
Arjunarao Yegupati,CPI(ML)L, 1 ,5th Pass,57,Kakinada + Andhra Pradesh,620000,21000,2014
Chaganti Suryanarayana Murty,IND,0,10th Pass,49,Kakinada + Andhra Pradesh,99344,0,2014
Donam Neelakantam,IND,0,Post Graduate,43,Kakinada + Andhra Pradesh,651495,65000,2014
Donka Leelavathi,IND,0,5th Pass,62,Kakinada + Andhra Pradesh,50000,0,2014
Guttula Annapurna Seshagiri Rao,IND,0,5th Pass,55,Kakinada + Andhra Pradesh,0,0,2014
Jalluri Venkateswarlu,IND,0,Graduate Professional,47,Kakinada + Andhra Pradesh,141000,0,2014
Kola Venkata Prasad Varma,RJD,0,10th Pass,48,Kakinada + Andhra Pradesh,1000,0,2014
Kunche Ramadas,IND,0,Post Graduate,69,Kakinada + Andhra Pradesh,202000,0,2014
Mangapati Pallam Raju Mallipudi,INC,0,Post Graduate,51,Kakinada + Andhra Pradesh,113518442,3330358,2014
Merla Bhavani Sankara Prasad,IND,0,5th Pass,52,Kakinada + Andhra Pradesh,2700000,950000,2014
Motha Sarada,Republican Party of India (Khobragade),0,10th Pass,33,Kakinada + Andhra Pradesh,0,0,2014
Pepakayala Rajendra,IND,0,Graduate,48,Kakinada + Andhra Pradesh,5110000,800000,2014
Prabhakara Rao Madiki,IND,0,Post Graduate,45,Kakinada + Andhra Pradesh,1350000,112550,2014
Ratna Kumar Muthabathula,BSP,0,12th Pass,37,Kakinada + Andhra Pradesh,154000,0,2014
Rokkam Dayakar,Republican Paksha (Khoripa), 1 ,Post Graduate,45,Kakinada + Andhra Pradesh,1500000,0,2014
Srinivas Dangeti,AAP,0,Graduate Professional,44,Kakinada + Andhra Pradesh,14271000,0,2014
Sunil Kumar Chalamalasetty,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,44,Kakinada + Andhra Pradesh,101992671,18930000,2014
Tekumudi Venkata Rao,Pyramid Party of India,0,Literate,55,Kakinada + Andhra Pradesh,1599555,428000,2014
Tummalapalli Satya Ramakrishna,Jai Samaikyandhra Party, 1 ,Graduate,38,Kakinada + Andhra Pradesh,16322137,1282773,2014
Venkata Appala Narasimha Rao Karra,IND,0,Graduate Professional,45,Kakinada + Andhra Pradesh,3041950,314257,2014
Vijamalla Chitti Babu,IND, 1 ,Graduate,41,Kakinada + Andhra Pradesh,45000,0,2014
Pandula Ravindra Babu   Winner ,TDP,0,Graduate Professional,58,Amalapuram + Andhra Pradesh,27131000,3000000,2014
Aithabathula Jogeswara Venkata Butchi Maheswara Rao,INC, 1 ,Post Graduate,63,Amalapuram + Andhra Pradesh,12625844,2504500,2014
Bunga Bhaskararao,IND,0,12th Pass,65,Amalapuram + Andhra Pradesh,2905000,100000,2014
Geddam Sampada Rao,BSP, 1 ,Graduate Professional,44,Amalapuram + Andhra Pradesh,1174000,100000,2014
Kasi Chandramouli S/o Satyanandam,IND,0,Post Graduate,28,Amalapuram + Andhra Pradesh,46513,0,2014
Konki Venkata Rao,Republican Paksha (Khoripa),0,Others,53,Amalapuram + Andhra Pradesh,31500,5000,2014
Kunche Peda Satyanarayana,Pyramid Party of India,0,5th Pass,43,Amalapuram + Andhra Pradesh,1240000,140000,2014
Satyavathi Kommu,IND,0,Illiterate,41,Amalapuram + Andhra Pradesh,1399700,0,2014
Undru Gani Raju,IND, 1 ,Post Graduate,32,Amalapuram + Andhra Pradesh,31721,0,2014
Vaddi Winston Churchil,IND,0,12th Pass,46,Amalapuram + Andhra Pradesh,295000,0,2014
Vijaya Chakravarthy Panthagada,Republican Party of India (Khobragade),0,Post Graduate,61,Amalapuram + Andhra Pradesh,520000,0,2014
Vijaya Harsha Kumar Geddam,Jai Samaikyandhra Party, 2 ,Post Graduate,54,Amalapuram + Andhra Pradesh,11384157,4050000,2014
Viswarupu Pinipe,Yuvajana Sramika Rythu Congress Party, 1 ,Graduate Professional,51,Amalapuram + Andhra Pradesh,28990944,7977496,2014
Yalangi Ramesh,IND,0,Post Graduate,50,Amalapuram + Andhra Pradesh,170000,25000,2014
Murali Mohan Maganti   Winner ,TDP, 1 ,12th Pass,73,Rajahmundry + Andhra Pradesh,180822216,12245000,2014
Annamdevula Dharma Rao,IND,0,Illiterate,62,Rajahmundry + Andhra Pradesh,100000,0,2014
Boddu Venkata Ramana Chowdary,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,39,Rajahmundry + Andhra Pradesh,356200864,13796000,2014
Cheekatla Venkateswara Rao,IND, 1 ,Graduate,46,Rajahmundry + Andhra Pradesh,40000,0,2014
Illa Govinda Rajan,IND,0,Others,36,Rajahmundry + Andhra Pradesh,5000,0,2014
Kandula Lakshmi Durgesh Prasad,INC, 1 ,Post Graduate,55,Rajahmundry + Andhra Pradesh,111286820,7865379,2014
Kollabathula Richmond Carey,Gareeb Aadmi Party,0,Graduate,40,Rajahmundry + Andhra Pradesh,1990000,133630,2014
Marre Babji,BSP,0,Post Graduate,47,Rajahmundry + Andhra Pradesh,7260922,2150000,2014
Meda Srinivas,Rashtriya Praja Congress (Secular), 4 ,Graduate Professional,44,Rajahmundry + Andhra Pradesh,21005000,0,2014
Mullapudi Satyanarayana,Jai Samaikyandhra Party, 2 ,Post Graduate,43,Rajahmundry + Andhra Pradesh,5529128,795000,2014
Mutyala Rambabu,IND,0,Graduate,30,Rajahmundry + Andhra Pradesh,1752500,0,2014
Palla Venkata Naidu,IND,0,12th Pass,47,Rajahmundry + Andhra Pradesh,237877,80000,2014
Polu Vengala Reddy,IND,0,12th Pass,66,Rajahmundry + Andhra Pradesh,6530000,0,2014
Srinivasa Rao Sangisetti,Pyramid Party of India,0,5th Pass,47,Rajahmundry + Andhra Pradesh,10640000,500000,2014
Gokaraju Ganga Raju   Winner ,BJP, 1 ,Graduate,69,Narsapuram + Andhra Pradesh,2883567122,168501286,2014
Badampudi Siva,IND,0,Graduate,27,Narsapuram + Andhra Pradesh,40000,0,2014
Chintapalli Kanaka Rao,BSP,0,Post Graduate,55,Narsapuram + Andhra Pradesh,1225000,2000000,2014
Gitadas Das W/o Hariharadas Das,Prem Janata Dal,0,8th Pass,28,Narsapuram + Andhra Pradesh,147000,0,2014
Kanumuri Bapiraju S/o. Krishnam Raju,INC,0,12th Pass,66,Narsapuram + Andhra Pradesh,92784471,5569281,2014
Medapati Varahala Reddy,IND,0,Others,38,Narsapuram + Andhra Pradesh,6800000,15000,2014
Nalli Rajesh,Republican Paksha (Khoripa), 1 ,Others,31,Narsapuram + Andhra Pradesh,395000,0,2014
"Polasapalli Saroja,",Jai Samaikyandhra Party, 6 ,Post Graduate,33,Narsapuram + Andhra Pradesh,67265000,350000,2014
Sekhar Babu Dorababu Addanki,IND,0,10th Pass,44,Narsapuram + Andhra Pradesh,230000,0,2014
Sivaji Gottumukkala,IND,0,Post Graduate,45,Narsapuram + Andhra Pradesh,6362000,250000,2014
Svpkh Gopala Krishnam Raju S/o. Venkathiraju,Pyramid Party of India,0,Post Graduate,48,Narsapuram + Andhra Pradesh,59250056,8200000,2014
Vangalapudi Yeshayya,IND,0,5th Pass,40,Narsapuram + Andhra Pradesh,732000,0,2014
Vanka Ravindranath S/o Satyanarayana,Yuvajana Sramika Rythu Congress Party,0,12th Pass,53,Narsapuram + Andhra Pradesh,1267907245,0,2014
Voleti Venkata Lakshmana Rao,IND,0,Post Graduate,49,Narsapuram + Andhra Pradesh,13474087,1318000,2014
Venkateswara Rao Maganti   Winner ,TDP, 2 ,10th Pass,54,Eluru + Andhra Pradesh,129394729,55294433,2014
C.v.sarada Devi,IND,0,Graduate,53,Eluru + Andhra Pradesh,3120000,400000,2014
Juluri Bhaskara Veera Venkata Anil Kumar Gupta,IND, 1 ,12th Pass,34,Eluru + Andhra Pradesh,2741859,0,2014
Kamarushi Veera Venkata Satyanarayana,Jai Samaikyandhra Party,0,5th Pass,68,Eluru + Andhra Pradesh,5968041,980000,2014
Korukonda Vijaya Lakshmi Pandit,IND,0,12th Pass,50,Eluru + Andhra Pradesh,10318671,0,2014
Mendem Santosh Kumar,Indian Labour Party (Ambedkar Phule),0,Not Given,39,Eluru + Andhra Pradesh,60000,0,2014
Musunuri Nageswara Rao,INC,0,8th Pass,61,Eluru + Andhra Pradesh,17420000,0,2014
Nagaraju Savanapudi,Marxist Communist Party of India (United),0,Illiterate,55,Eluru + Andhra Pradesh,300000,0,2014
Nannapaneni Gangadhara Rao,IND,0,Graduate,65,Eluru + Andhra Pradesh,1702308,0,2014
Ramesh Babu Netala,BSP,0,Graduate,51,Eluru + Andhra Pradesh,734000,0,2014
Thota Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,0,Doctorate,52,Eluru + Andhra Pradesh,43410500,0,2014
Uda Venkateswararao,IND,0,Post Graduate,48,Eluru + Andhra Pradesh,1380000,1000000,2014
Venkata Rama Rao Uppala,Pyramid Party of India,0,10th Pass,47,Eluru + Andhra Pradesh,3923000,0,2014
Vijaya Kumari Govada,Prem Janata Dal,0,10th Pass,38,Eluru + Andhra Pradesh,60000,0,2014
Yantrapati Ashok,Mahajana Socialist Party,0,Graduate,52,Eluru + Andhra Pradesh,0,0,2014
Konakalla Narayana Rao   Winner ,TDP,0,12th Pass,64,Machilipatnam + Andhra Pradesh,34850000,9800000,2014
Jampana Srinivasa Goud,IND, 1 ,10th Pass,48,Machilipatnam + Andhra Pradesh,1372180,212000,2014
Kammili Srinivas,Jai Samaikyandhra Party,0,Graduate Professional,42,Machilipatnam + Andhra Pradesh,499399880,22800000,2014
Kolusu Partha Sarathy,Yuvajana Sramika Rythu Congress Party, 6 ,12th Pass,48,Machilipatnam + Andhra Pradesh,59930668,3851887,2014
Mohammad Ishaq,IND,0,10th Pass,41,Machilipatnam + Andhra Pradesh,11149954,5133921,2014
Parasa Srinivasa Rao,IND, 1 ,10th Pass,35,Machilipatnam + Andhra Pradesh,368316,140000,2014
Peggam Prasada Rao,BSP,0,Post Graduate,37,Machilipatnam + Andhra Pradesh,870000,0,2014
Sistla Ramesh,INC,0,Graduate Professional,51,Machilipatnam + Andhra Pradesh,11000000,300000,2014
Vadapalli Raghunadh,Pyramid Party of India,0,Graduate,63,Machilipatnam + Andhra Pradesh,1570000,223000,2014
